Assay_Type	AvgSpotLen	BioProject	BioSample	Center_Name	ENA_FIRST_PUBLIC	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	g1k_pop_code	population	AssemblyName	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_LAST_UPDATE	LibrarySource	Organism	Strain	g1k_analysis_group
RNA-Seq	150	PRJEB3366	SAMEA1573537	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162884	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18505.3.M_120202_1 extract	2012-11-07	2231	1554	ILLUMINA	2012-11-07	ERR188273	ERS185369	ERP001942	GEUV:NA18505		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573319	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162885	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00130.5.M_120131_7 extract	2012-11-07	4538	3151	ILLUMINA	2012-11-07	ERR188443	ERS185469	ERP001942	GEUV:HG00130		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573382	Leiden University Medical Center	2012-11-06	ERX162888	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00365.7.M_120219_5 extract	2012-11-07	8377	5902	ILLUMINA	2012-11-07	ERR188395	ERS185297	ERP001942	GEUV:HG00365		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573374	University of Geneva	2012-11-06	ERX162889	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00126.1.M_111124_8 extract	2012-11-07	5236	3791	ILLUMINA	2012-11-07	ERR188461	ERS185403	ERP001942	GEUV:HG00126		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573290	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162891	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00249.3.M_120202_4 extract	2012-11-07	2213	1516	ILLUMINA	2012-11-07	ERR188456	ERS185410	ERP001942	GEUV:HG00249		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573504	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162897	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12283.2.M_111216_5 extract	2012-11-07	3769	2788	ILLUMINA	2012-11-07	ERR188262	ERS185142	ERP001942	GEUV:NA12283		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573236	Leiden University Medical Center	2012-11-06	ERX162898	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20521.7.M_120219_7 extract	2012-11-06	3402	2291	ILLUMINA	2012-11-06	ERR188386	ERS185296	ERP001942	GEUV:NA20521		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573206	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162899	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12272.3.M_120202_5 extract	2012-11-07	2668	1859	ILLUMINA	2012-11-07	ERR188438	ERS185102	ERP001942	GEUV:NA12272		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573199	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162901	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00244.5.M_120131_7 extract	2012-11-07	4770	3312	ILLUMINA	2012-11-07	ERR188448	ERS185335	ERP001942	GEUV:HG00244		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573448	Uppsala University	2012-11-06	ERX162903	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00266.6.M_120119_3 extract	2012-11-07	4933	3122	ILLUMINA	2012-11-07	ERR188267	ERS185177	ERP001942	GEUV:HG00266		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573472	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162906	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20531.4.M_120208_1 extract	2012-11-07	4047	2819	ILLUMINA	2012-11-07	ERR188399	ERS185159	ERP001942	GEUV:NA20531		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573433	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162907	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12156.4.M_120208_7 extract	2012-11-07	4208	2868	ILLUMINA	2012-11-07	ERR188410	ERS185353	ERP001942	GEUV:NA12156		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573251	University of Geneva	2012-11-06	ERX162910	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00330.1.M_120209_2 extract	2012-11-07	4238	2904	ILLUMINA	2012-11-07	ERR188296	ERS185042	ERP001942	GEUV:HG00330		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573421	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162915	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19210.4.M_120208_1 extract	2012-11-06	3088	2172	ILLUMINA	2012-11-06	ERR188392	ERS185068	ERP001942	GEUV:NA19210		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573392	University of Geneva	2012-11-06	ERX162916	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12399.1.M_120209_4 extract	2012-11-07	2106	1420	ILLUMINA	2012-11-07	ERR188350	ERS185416	ERP001942	GEUV:NA12399		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573287	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162917	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19159.3.M_120223_6 extract	2012-11-07	11919	7977	ILLUMINA	2012-11-07	ERR188427	ERS185449	ERP001942	GEUV:NA19159		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573542	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162920	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12004.4.M_120208_5 extract	2012-11-07	3375	2380	ILLUMINA	2012-11-07	ERR188336	ERS185154	ERP001942	GEUV:NA12004		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573393	Uppsala University	2012-11-06	ERX162921	280	Illumina HiSeq 2000	PAIRED	cDNA	HG01789.6.M_120119_1 extract	2012-11-06	3649	2531	ILLUMINA	2012-11-06	ERR188391	ERS185200	ERP001942	GEUV:HG01789		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573095	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162923	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12889.3.M_120223_7 extract	2012-11-07	5846	3950	ILLUMINA	2012-11-07	ERR188429	ERS185149	ERP001942	GEUV:NA12889		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573120	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162925	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00282.2.M_111216_6 extract	2012-11-07	4267	3060	ILLUMINA	2012-11-07	ERR188266	ERS185250	ERP001942	GEUV:HG00282		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573520	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162928	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18873.4.M_120208_7 extract	2012-11-07	3767	2561	ILLUMINA	2012-11-07	ERR188313	ERS185327	ERP001942	GEUV:NA18873		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573225	University of Geneva	2012-11-06	ERX162929	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00342.1.M_111124_1 extract	2012-11-07	4976	3633	ILLUMINA	2012-11-07	ERR188270	ERS185104	ERP001942	GEUV:HG00342		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573272	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162930	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12340.5.M_120131_7 extract	2012-11-07	4383	3045	ILLUMINA	2012-11-07	ERR188277	ERS185126	ERP001942	GEUV:NA12340		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573284	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162931	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20772.3.M_120223_6 extract	2012-11-06	5666	3843	ILLUMINA	2012-11-06	ERR188393	ERS185195	ERP001942	GEUV:NA20772		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573221	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162932	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20582.4.M_120208_2 extract	2012-11-07	4572	3167	ILLUMINA	2012-11-07	ERR188259	ERS185380	ERP001942	GEUV:NA20582		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573107	University of Geneva	2012-11-06	ERX162933	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19225.1.M_120209_2 extract	2012-11-07	3405	2325	ILLUMINA	2012-11-07	ERR188421	ERS185247	ERP001942	GEUV:NA19225		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573093	University of Geneva	2012-11-06	ERX162934	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20802.1.M_111124_7 extract	2012-11-07	4118	2926	ILLUMINA	2012-11-07	ERR188249	ERS185246	ERP001942	GEUV:NA20802		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573506	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162935	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00238.5.M_120131_5 extract	2012-11-07	4303	2936	ILLUMINA	2012-11-07	ERR188333	ERS185034	ERP001942	GEUV:HG00238		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573169	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162936	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00240.2.M_111215_5 extract	2012-11-07	5401	3885	ILLUMINA	2012-11-07	ERR188370	ERS185105	ERP001942	GEUV:HG00240		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573268	University of Geneva	2012-11-06	ERX162937	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20581.1.M_111124_4 extract	2012-11-07	3330	2434	ILLUMINA	2012-11-07	ERR188402	ERS185181	ERP001942	GEUV:NA20581		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573473	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162938	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00271.2.M_111215_7 extract	2012-11-07	5787	3910	ILLUMINA	2012-11-07	ERR188397	ERS185394	ERP001942	GEUV:HG00271		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573297	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162939	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20537.3.M_120202_8 extract	2012-11-07	3039	2151	ILLUMINA	2012-11-07	ERR188359	ERS185290	ERP001942	GEUV:NA20537		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573285	University of Geneva	2012-11-06	ERX162940	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20540.1.M_111124_2 extract	2012-11-07	3084	2293	ILLUMINA	2012-11-07	ERR188436	ERS185349	ERP001942	GEUV:NA20540		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573399	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162941	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00154.5.M_120131_7 extract	2012-11-07	4659	3237	ILLUMINA	2012-11-07	ERR188468	ERS185376	ERP001942	GEUV:HG00154		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573328	University of Geneva	2012-11-06	ERX162943	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12341.1.M_111124_5 extract	2012-11-07	4498	3149	ILLUMINA	2012-11-07	ERR188388	ERS185052	ERP001942	GEUV:NA12341		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573123	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162944	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18934.3.M_120223_7 extract	2012-11-07	6952	4588	ILLUMINA	2012-11-07	ERR188447	ERS185249	ERP001942	GEUV:NA18934		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573533	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162947	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20516.5.M_120131_3 extract	2012-11-07	4219	2902	ILLUMINA	2012-11-07	ERR188458	ERS185223	ERP001942	GEUV:NA20516		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573130	Leiden University Medical Center	2012-11-06	ERX162949	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00312.7.M_120219_6 extract	2012-11-07	7608	5328	ILLUMINA	2012-11-07	ERR188346	ERS185424	ERP001942	GEUV:HG00312		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573438	University of Geneva	2012-11-06	ERX162951	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00281.1.M_111124_3 extract	2012-11-07	4570	3246	ILLUMINA	2012-11-07	ERR188263	ERS185157	ERP001942	GEUV:HG00281		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573311	University of Geneva	2012-11-06	ERX162952	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00189.1.M_111124_5 extract	2012-11-07	3569	2493	ILLUMINA	2012-11-07	ERR188361	ERS185079	ERP001942	GEUV:HG00189		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573262	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162953	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20517.3.M_120202_8 extract	2012-11-07	3057	2179	ILLUMINA	2012-11-07	ERR188357	ERS185041	ERP001942	GEUV:NA20517		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573229	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162957	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18910.3.M_120202_7 extract	2012-11-07	2565	1805	ILLUMINA	2012-11-07	ERR188442	ERS185199	ERP001942	GEUV:NA18910		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573434	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162958	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00329.5.M_120131_3 extract	2012-11-07	3366	2358	ILLUMINA	2012-11-07	ERR188439	ERS185408	ERP001942	GEUV:HG00329		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573271	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162959	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18488.4.M_120208_7 extract	2012-11-07	2609	1777	ILLUMINA	2012-11-07	ERR188311	ERS185055	ERP001942	GEUV:NA18488		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573402	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162960	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00267.4.M_120208_6 extract	2012-11-07	3921	2764	ILLUMINA	2012-11-07	ERR188355	ERS185270	ERP001942	GEUV:HG00267		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573486	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162961	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12058.5.M_120131_7 extract	2012-11-07	4523	3141	ILLUMINA	2012-11-07	ERR188415	ERS185060	ERP001942	GEUV:NA12058		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573358	University of Geneva	2012-11-06	ERX162965	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19117.1.M_111124_4 extract	2012-11-07	4760	3475	ILLUMINA	2012-11-07	ERR188365	ERS185452	ERP001942	GEUV:NA19117		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573461	University of Geneva	2012-11-06	ERX162966	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00252.1.M_111124_5 extract	2012-11-07	3756	2721	ILLUMINA	2012-11-07	ERR188464	ERS185473	ERP001942	GEUV:HG00252		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573106	Uppsala University	2012-11-06	ERX162967	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20809.6.M_120119_2 extract	2012-11-07	3610	2480	ILLUMINA	2012-11-07	ERR188282	ERS185186	ERP001942	GEUV:NA20809		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573094	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162968	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20810.2.M_111215_7 extract	2012-11-07	5159	3488	ILLUMINA	2012-11-07	ERR188408	ERS185427	ERP001942	GEUV:NA20810		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573424	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162970	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00105.3.M_120223_6 extract	2012-11-07	6507	4426	ILLUMINA	2012-11-07	ERR188368	ERS185272	ERP001942	GEUV:HG00105		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573335	Uppsala University	2012-11-06	ERX162974	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20773.6.M_120119_4 extract	2012-11-07	3475	2463	ILLUMINA	2012-11-07	ERR188305	ERS185455	ERP001942	GEUV:NA20773		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573099	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162977	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20815.5.M_120131_5 extract	2012-11-07	4480	3047	ILLUMINA	2012-11-08	ERR188475	ERS185332	ERP001942	GEUV:NA20815		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573312	University of Geneva	2012-11-06	ERX162978	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12347.1.M_111124_7 extract	2012-11-07	4568	3149	ILLUMINA	2012-11-07	ERR188446	ERS185468	ERP001942	GEUV:NA12347		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573439	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162980	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19207.4.M_120208_5 extract	2012-11-07	4131	2894	ILLUMINA	2012-11-07	ERR188454	ERS185460	ERP001942	GEUV:NA19207		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	75	PRJEB3366	SAMEA1573452	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162982	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00109.3.M_120202_5 extract	2012-11-07	2774	2722	ILLUMINA	2012-11-07	ERR188328	ERS185395	ERP001942	GEUV:HG00109		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573155	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162984	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20529.2.M_111215_6 extract	2012-11-07	4546	3161	ILLUMINA	2012-11-07	ERR188453	ERS185422	ERP001942	GEUV:NA20529		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573258	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162985	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00259.5.M_120131_3 extract	2012-11-07	7587	5182	ILLUMINA	2012-11-07	ERR188378	ERS185384	ERP001942	GEUV:HG00259		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573447	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162986	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20756.2.M_111216_6 extract	2012-11-07	4059	2890	ILLUMINA	2012-11-07	ERR188251	ERS185407	ERP001942	GEUV:NA20756		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573442	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162987	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00257.4.M_120208_5 extract	2012-11-07	3467	2422	ILLUMINA	2012-11-07	ERR188323	ERS185472	ERP001942	GEUV:HG00257		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573511	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162989	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20515.5.M_120131_1 extract	2012-11-07	5170	3527	ILLUMINA	2012-11-07	ERR188452	ERS185313	ERP001942	GEUV:NA20515		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573491	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162992	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00183.5.M_120131_5 extract	2012-11-07	4354	2957	ILLUMINA	2012-11-07	ERR188302	ERS185277	ERP001942	GEUV:HG00183		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573321	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162994	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00339.4.M_120208_1 extract	2012-11-07	3825	2739	ILLUMINA	2012-11-07	ERR188321	ERS185492	ERP001942	GEUV:HG00339		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573255	Leiden University Medical Center	2012-11-06	ERX162998	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00246.7.M_120219_4 extract	2012-11-07	4819	3320	ILLUMINA	2012-11-07	ERR188271	ERS185192	ERP001942	GEUV:HG00246		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
