Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	drug	library_construction	source_name	Consent	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		49	PRJNA381890	SAMN06690707	GEO	sra	SRX2713998	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	85	43	ILLUMINA	2017-04-13	SRR5422494	SRS2105208	SRP103204	GSM2565410	HOMIDIUM BROMIDE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690706	GEO	sra	SRX2713999	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	69	33	ILLUMINA	2017-04-13	SRR5422495	SRS2105209	SRP103204	GSM2565411	7-DESACETOXY-6,7-DEHYDROGEDUNIN	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690705	GEO	sra	SRX2714000	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	41	19	ILLUMINA	2017-04-13	SRR5422496	SRS2105212	SRP103204	GSM2565412	A-7 hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690704	GEO	sra	SRX2714001	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	68	32	ILLUMINA	2017-04-13	SRR5422497	SRS2105213	SRP103204	GSM2565413	ER 27319 maleate	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690703	GEO	sra	SRX2714002	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	62	31	ILLUMINA	2017-04-13	SRR5422498	SRS2105211	SRP103204	GSM2565414	INCA-6	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690702	GEO	sra	SRX2714003	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	78	38	ILLUMINA	2017-04-13	SRR5422499	SRS2105214	SRP103204	GSM2565415	PCI-24781	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690701	GEO	sra	SRX2714004	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	64	30	ILLUMINA	2017-04-13	SRR5422500	SRS2105217	SRP103204	GSM2565416	Pracinostat (SB939)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690700	GEO	sra	SRX2714005	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	103	49	ILLUMINA	2017-04-13	SRR5422501	SRS2105216	SRP103204	GSM2565417	Resminostat	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690699	GEO	sra	SRX2714006	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	87	42	ILLUMINA	2017-04-13	SRR5422502	SRS2105218	SRP103204	GSM2565418	Selinexor (KPT-330)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690698	GEO	sra	SRX2714007	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	115	56	ILLUMINA	2017-04-13	SRR5422503	SRS2105215	SRP103204	GSM2565419	UNTREATED	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690697	GEO	sra	SRX2714008	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	125	63	ILLUMINA	2017-04-13	SRR5422504	SRS2105219	SRP103204	GSM2565420	UNTREATED	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690696	GEO	sra	SRX2714009	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	86	41	ILLUMINA	2017-04-13	SRR5422505	SRS2105220	SRP103204	GSM2565421	XL147	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690695	GEO	sra	SRX2714010	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	108	54	ILLUMINA	2017-04-13	SRR5422506	SRS2105221	SRP103204	GSM2565422	PRISTIMERIN	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690979	GEO	sra	SRX2714011	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	90	44	ILLUMINA	2017-04-13	SRR5422507	SRS2105222	SRP103204	GSM2565423	TOTAROL	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690978	GEO	sra	SRX2714012	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	52	26	ILLUMINA	2017-04-13	SRR5422508	SRS2105224	SRP103204	GSM2565424	3-CPMT	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690977	GEO	sra	SRX2714013	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	71	34	ILLUMINA	2017-04-13	SRR5422509	SRS2105223	SRP103204	GSM2565425	NNC 05-2090 hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690976	GEO	sra	SRX2714014	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	67	33	ILLUMINA	2017-04-13	SRR5422510	SRS2105225	SRP103204	GSM2565426	Ryuvidine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690975	GEO	sra	SRX2714015	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	82	38	ILLUMINA	2017-04-13	SRR5422511	SRS2105226	SRP103204	GSM2565427	Perifosine (KRX-0401)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690974	GEO	sra	SRX2714016	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	64	30	ILLUMINA	2017-04-13	SRR5422512	SRS2105227	SRP103204	GSM2565428	Prinomastat hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690973	GEO	sra	SRX2714017	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	78	40	ILLUMINA	2017-04-13	SRR5422513	SRS2105228	SRP103204	GSM2565429	RO4929097	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690972	GEO	sra	SRX2714018	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	128	62	ILLUMINA	2017-04-13	SRR5422514	SRS2105229	SRP103204	GSM2565430	Sofrastaurin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690971	GEO	sra	SRX2714019	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	83	38	ILLUMINA	2017-04-13	SRR5422515	SRS2105230	SRP103204	GSM2565431	Tariquidar	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690970	GEO	sra	SRX2714020	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	151	70	ILLUMINA	2017-04-13	SRR5422516	SRS2105231	SRP103204	GSM2565432	Triapine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690969	GEO	sra	SRX2714021	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	122	60	ILLUMINA	2017-04-13	SRR5422517	SRS2105232	SRP103204	GSM2565433	Zibotentan (ZD4054)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690968	GEO	sra	SRX2714022	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	40	19	ILLUMINA	2017-04-13	SRR5422518	SRS2105233	SRP103204	GSM2565434	4 -METHOXYCHALCONE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690967	GEO	sra	SRX2714023	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	89	42	ILLUMINA	2017-04-13	SRR5422519	SRS2105234	SRP103204	GSM2565435	THYMOQUINONE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690966	GEO	sra	SRX2714024	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	116	53	ILLUMINA	2017-04-13	SRR5422520	SRS2105235	SRP103204	GSM2565436	RS 17053 hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690965	GEO	sra	SRX2714025	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	90	42	ILLUMINA	2017-04-13	SRR5422521	SRS2105236	SRP103204	GSM2565437	IKK 16	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690964	GEO	sra	SRX2714026	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	106	51	ILLUMINA	2017-04-13	SRR5422522	SRS2105237	SRP103204	GSM2565438	CGP 71683 hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690963	GEO	sra	SRX2714027	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	61	31	ILLUMINA	2017-04-13	SRR5422523	SRS2105240	SRP103204	GSM2565439	PF-04691502	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690962	GEO	sra	SRX2714028	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	94	45	ILLUMINA	2017-04-13	SRR5422524	SRS2105238	SRP103204	GSM2565440	Propranolol HCl	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690961	GEO	sra	SRX2714029	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	68	31	ILLUMINA	2017-04-13	SRR5422525	SRS2105239	SRP103204	GSM2565441	Rocilinostat (ACY-1215)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690960	GEO	sra	SRX2714030	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	110	52	ILLUMINA	2017-04-13	SRR5422526	SRS2105241	SRP103204	GSM2565442	TAK-700 (Orteronel)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690954	GEO	sra	SRX2714031	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	87	41	ILLUMINA	2017-04-13	SRR5422527	SRS2105243	SRP103204	GSM2565443	Tasisulam	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690953	GEO	sra	SRX2714032	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	136	63	ILLUMINA	2017-04-13	SRR5422528	SRS2105242	SRP103204	GSM2565444	Triciribine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690959	GEO	sra	SRX2714033	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	131	62	ILLUMINA	2017-04-13	SRR5422529	SRS2105244	SRP103204	GSM2565445	SULCONAZOLE NITRATE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690958	GEO	sra	SRX2714034	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	57	26	ILLUMINA	2017-04-13	SRR5422530	SRS2105245	SRP103204	GSM2565446	TETRACHLOROISOPHTHALONITRILE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690957	GEO	sra	SRX2714035	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	124	57	ILLUMINA	2017-04-13	SRR5422531	SRS2105246	SRP103204	GSM2565447	KINETIN RIBOSIDE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690956	GEO	sra	SRX2714036	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	91	42	ILLUMINA	2017-04-13	SRR5422532	SRS2105247	SRP103204	GSM2565448	WIN 64338 hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690955	GEO	sra	SRX2714037	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	98	44	ILLUMINA	2017-04-13	SRR5422533	SRS2105248	SRP103204	GSM2565449	2,3-DCPE hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690952	GEO	sra	SRX2714038	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	99	45	ILLUMINA	2017-04-13	SRR5422534	SRS2105249	SRP103204	GSM2565450	Nebivolol hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690951	GEO	sra	SRX2714039	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	88	42	ILLUMINA	2017-04-13	SRR5422535	SRS2105250	SRP103204	GSM2565451	Picoplatin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690950	GEO	sra	SRX2714040	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	70	32	ILLUMINA	2017-04-13	SRR5422536	SRS2105251	SRP103204	GSM2565452	PX 12	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690949	GEO	sra	SRX2714041	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	64	31	ILLUMINA	2017-04-13	SRR5422537	SRS2105252	SRP103204	GSM2565453	Rucaparib (AG-014699, PF-01367338)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690948	GEO	sra	SRX2714042	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	66	33	ILLUMINA	2017-04-13	SRR5422538	SRS2105253	SRP103204	GSM2565454	TAK-733	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690947	GEO	sra	SRX2714043	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	84	39	ILLUMINA	2017-04-13	SRR5422539	SRS2105254	SRP103204	GSM2565455	Tasquinimod	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690946	GEO	sra	SRX2714044	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	66	32	ILLUMINA	2017-04-13	SRR5422540	SRS2105256	SRP103204	GSM2565456	UCN-01	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690945	GEO	sra	SRX2714045	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	77	36	ILLUMINA	2017-04-13	SRR5422541	SRS2105255	SRP103204	GSM2565457	AMINACRINE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690944	GEO	sra	SRX2714046	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	100	47	ILLUMINA	2017-04-13	SRR5422542	SRS2105257	SRP103204	GSM2565458	DIHYDROCELASTROL	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690943	GEO	sra	SRX2714047	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	82	39	ILLUMINA	2017-04-13	SRR5422543	SRS2105258	SRP103204	GSM2565459	PLUMBAGIN	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690942	GEO	sra	SRX2714048	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	98	49	ILLUMINA	2017-04-13	SRR5422544	SRS2105259	SRP103204	GSM2565460	(R)-(-)-Niguldipine hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690941	GEO	sra	SRX2714049	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	103	48	ILLUMINA	2017-04-13	SRR5422545	SRS2105260	SRP103204	GSM2565461	Lylamine hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690940	GEO	sra	SRX2714050	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	86	40	ILLUMINA	2017-04-13	SRR5422546	SRS2105261	SRP103204	GSM2565462	LY 2183240	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690939	GEO	sra	SRX2714051	0	NextSeq 500	SINGLE	cDNA		2017-04-06	94	43	ILLUMINA	2017-04-13	SRR5422547	SRS2105262	SRP103204	GSM2565463	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690938	GEO	sra	SRX2714052	0	NextSeq 500	SINGLE	cDNA		2017-04-06	49	22	ILLUMINA	2017-04-13	SRR5422548	SRS2105264	SRP103204	GSM2565464	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690937	GEO	sra	SRX2714053	0	NextSeq 500	SINGLE	cDNA		2017-04-06	90	41	ILLUMINA	2017-04-13	SRR5422549	SRS2105263	SRP103204	GSM2565465	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690936	GEO	sra	SRX2714054	0	NextSeq 500	SINGLE	cDNA		2017-04-06	67	30	ILLUMINA	2017-04-13	SRR5422550	SRS2105265	SRP103204	GSM2565466	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690935	GEO	sra	SRX2714055	0	NextSeq 500	SINGLE	cDNA		2017-04-06	73	33	ILLUMINA	2017-04-13	SRR5422551	SRS2105266	SRP103204	GSM2565467	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690934	GEO	sra	SRX2714056	0	NextSeq 500	SINGLE	cDNA		2017-04-06	44	20	ILLUMINA	2017-04-13	SRR5422552	SRS2105267	SRP103204	GSM2565468	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690932	GEO	sra	SRX2714057	0	NextSeq 500	SINGLE	cDNA		2017-04-06	68	31	ILLUMINA	2017-04-13	SRR5422553	SRS2105268	SRP103204	GSM2565469	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690931	GEO	sra	SRX2714058	0	NextSeq 500	SINGLE	cDNA		2017-04-06	39	18	ILLUMINA	2017-04-13	SRR5422554	SRS2105269	SRP103204	GSM2565470	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690930	GEO	sra	SRX2714059	0	NextSeq 500	SINGLE	cDNA		2017-04-06	71	32	ILLUMINA	2017-04-13	SRR5422555	SRS2105270	SRP103204	GSM2565471	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690929	GEO	sra	SRX2714060	0	NextSeq 500	SINGLE	cDNA		2017-04-06	82	37	ILLUMINA	2017-04-13	SRR5422556	SRS2105272	SRP103204	GSM2565472	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690928	GEO	sra	SRX2714061	0	NextSeq 500	SINGLE	cDNA		2017-04-06	102	47	ILLUMINA	2017-04-13	SRR5422557	SRS2105271	SRP103204	GSM2565473	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690927	GEO	sra	SRX2714062	0	NextSeq 500	SINGLE	cDNA		2017-04-06	70	31	ILLUMINA	2017-04-13	SRR5422558	SRS2105273	SRP103204	GSM2565474	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690933	GEO	sra	SRX2714063	0	NextSeq 500	SINGLE	cDNA		2017-04-06	96	44	ILLUMINA	2017-04-13	SRR5422559	SRS2105274	SRP103204	GSM2565475	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690926	GEO	sra	SRX2714064	0	NextSeq 500	SINGLE	cDNA		2017-04-06	70	32	ILLUMINA	2017-04-13	SRR5422560	SRS2105275	SRP103204	GSM2565476	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690925	GEO	sra	SRX2714065	0	NextSeq 500	SINGLE	cDNA		2017-04-06	149	68	ILLUMINA	2017-04-13	SRR5422561	SRS2105276	SRP103204	GSM2565477	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690924	GEO	sra	SRX2714066	0	NextSeq 500	SINGLE	cDNA		2017-04-06	60	27	ILLUMINA	2017-04-13	SRR5422562	SRS2105277	SRP103204	GSM2565478	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690923	GEO	sra	SRX2714067	0	NextSeq 500	SINGLE	cDNA		2017-04-06	67	30	ILLUMINA	2017-04-13	SRR5422563	SRS2105278	SRP103204	GSM2565479	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690922	GEO	sra	SRX2714068	0	NextSeq 500	SINGLE	cDNA		2017-04-06	52	23	ILLUMINA	2017-04-13	SRR5422564	SRS2105279	SRP103204	GSM2565480	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690921	GEO	sra	SRX2714069	0	NextSeq 500	SINGLE	cDNA		2017-04-06	99	45	ILLUMINA	2017-04-13	SRR5422565	SRS2105280	SRP103204	GSM2565481	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690920	GEO	sra	SRX2714070	0	NextSeq 500	SINGLE	cDNA		2017-04-06	103	47	ILLUMINA	2017-04-13	SRR5422566	SRS2105281	SRP103204	GSM2565482	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690694	GEO	sra	SRX2714071	0	NextSeq 500	SINGLE	cDNA		2017-04-06	75	34	ILLUMINA	2017-04-13	SRR5422567	SRS2105282	SRP103204	GSM2565483	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690693	GEO	sra	SRX2714072	0	NextSeq 500	SINGLE	cDNA		2017-04-06	91	41	ILLUMINA	2017-04-13	SRR5422568	SRS2105283	SRP103204	GSM2565484	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690692	GEO	sra	SRX2714073	0	NextSeq 500	SINGLE	cDNA		2017-04-06	81	37	ILLUMINA	2017-04-13	SRR5422569	SRS2105284	SRP103204	GSM2565485	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690691	GEO	sra	SRX2714074	0	NextSeq 500	SINGLE	cDNA		2017-04-06	71	32	ILLUMINA	2017-04-13	SRR5422570	SRS2105285	SRP103204	GSM2565486	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690690	GEO	sra	SRX2714075	0	NextSeq 500	SINGLE	cDNA		2017-04-06	65	30	ILLUMINA	2017-04-13	SRR5422571	SRS2105286	SRP103204	GSM2565487	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690689	GEO	sra	SRX2714076	0	NextSeq 500	SINGLE	cDNA		2017-04-06	52	24	ILLUMINA	2017-04-13	SRR5422572	SRS2105287	SRP103204	GSM2565488	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690688	GEO	sra	SRX2714077	0	NextSeq 500	SINGLE	cDNA		2017-04-06	60	28	ILLUMINA	2017-04-13	SRR5422573	SRS2105288	SRP103204	GSM2565489	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
