Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	cell_type	source_name	tissue	Consent	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		200	PRJNA278767	SAMN03431258	GEO	sra	SRX958896	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9039	4013	ILLUMINA	2015-07-10	SRR1918395	SRS876260	SRP056295	GSM1636747	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431258	GEO	sra	SRX958896	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9009	3991	ILLUMINA	2015-07-10	SRR1918396	SRS876260	SRP056295	GSM1636747	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431162	GEO	sra	SRX958895	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10131	4613	ILLUMINA	2015-07-10	SRR1918393	SRS876261	SRP056295	GSM1636746	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431162	GEO	sra	SRX958895	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10120	4608	ILLUMINA	2015-07-10	SRR1918394	SRS876261	SRP056295	GSM1636746	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431169	GEO	sra	SRX958897	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9944	4631	ILLUMINA	2015-07-10	SRR1918397	SRS876262	SRP056295	GSM1636748	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431169	GEO	sra	SRX958897	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9867	4569	ILLUMINA	2015-07-10	SRR1918398	SRS876262	SRP056295	GSM1636748	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431243	GEO	sra	SRX958893	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8785	4035	ILLUMINA	2015-07-10	SRR1918389	SRS876263	SRP056295	GSM1636744	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431243	GEO	sra	SRX958893	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8833	4042	ILLUMINA	2015-07-10	SRR1918390	SRS876263	SRP056295	GSM1636744	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431192	GEO	sra	SRX958894	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	11571	5164	ILLUMINA	2015-07-10	SRR1918391	SRS876264	SRP056295	GSM1636745	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431192	GEO	sra	SRX958894	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	11502	5129	ILLUMINA	2015-07-10	SRR1918392	SRS876264	SRP056295	GSM1636745	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431191	GEO	sra	SRX958891	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8934	4310	ILLUMINA	2015-07-10	SRR1918385	SRS876265	SRP056295	GSM1636742	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431191	GEO	sra	SRX958891	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8872	4285	ILLUMINA	2015-07-10	SRR1918386	SRS876265	SRP056295	GSM1636742	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431156	GEO	sra	SRX958892	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8723	4135	ILLUMINA	2015-07-10	SRR1918387	SRS876266	SRP056295	GSM1636743	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431156	GEO	sra	SRX958892	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8726	4098	ILLUMINA	2015-07-10	SRR1918388	SRS876266	SRP056295	GSM1636743	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431241	GEO	sra	SRX958889	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8393	3861	ILLUMINA	2015-07-10	SRR1918381	SRS876267	SRP056295	GSM1636740	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431241	GEO	sra	SRX958889	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8310	3918	ILLUMINA	2015-07-10	SRR1918382	SRS876267	SRP056295	GSM1636740	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431153	GEO	sra	SRX958890	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9916	4848	ILLUMINA	2015-07-10	SRR1918383	SRS876268	SRP056295	GSM1636741	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431153	GEO	sra	SRX958890	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9968	4813	ILLUMINA	2015-07-10	SRR1918384	SRS876268	SRP056295	GSM1636741	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431193	GEO	sra	SRX958887	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9525	4519	ILLUMINA	2015-07-10	SRR1918377	SRS876269	SRP056295	GSM1636738	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431193	GEO	sra	SRX958887	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9365	4444	ILLUMINA	2015-07-10	SRR1918378	SRS876269	SRP056295	GSM1636738	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431237	GEO	sra	SRX958888	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8980	4407	ILLUMINA	2015-07-10	SRR1918379	SRS876270	SRP056295	GSM1636739	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431237	GEO	sra	SRX958888	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8926	4330	ILLUMINA	2015-07-10	SRR1918380	SRS876270	SRP056295	GSM1636739	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431161	GEO	sra	SRX958886	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7504	3561	ILLUMINA	2015-07-10	SRR1918375	SRS876271	SRP056295	GSM1636737	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431161	GEO	sra	SRX958886	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7639	3580	ILLUMINA	2015-07-10	SRR1918376	SRS876271	SRP056295	GSM1636737	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431213	GEO	sra	SRX958885	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9938	4963	ILLUMINA	2015-07-10	SRR1918373	SRS876272	SRP056295	GSM1636736	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431213	GEO	sra	SRX958885	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9864	4732	ILLUMINA	2015-07-10	SRR1918374	SRS876272	SRP056295	GSM1636736	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431205	GEO	sra	SRX958884	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	16016	7175	ILLUMINA	2015-07-10	SRR1918371	SRS876273	SRP056295	GSM1636735	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431205	GEO	sra	SRX958884	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	16147	7264	ILLUMINA	2015-07-10	SRR1918372	SRS876273	SRP056295	GSM1636735	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431209	GEO	sra	SRX958883	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9403	4295	ILLUMINA	2015-07-10	SRR1918369	SRS876274	SRP056295	GSM1636734	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431209	GEO	sra	SRX958883	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9430	4303	ILLUMINA	2015-07-10	SRR1918370	SRS876274	SRP056295	GSM1636734	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431224	GEO	sra	SRX958882	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7851	3708	ILLUMINA	2015-07-10	SRR1918367	SRS876275	SRP056295	GSM1636733	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431224	GEO	sra	SRX958882	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7776	3637	ILLUMINA	2015-07-10	SRR1918368	SRS876275	SRP056295	GSM1636733	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431248	GEO	sra	SRX958881	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9408	4571	ILLUMINA	2015-07-10	SRR1918365	SRS876276	SRP056295	GSM1636732	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431248	GEO	sra	SRX958881	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9367	4578	ILLUMINA	2015-07-10	SRR1918366	SRS876276	SRP056295	GSM1636732	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431159	GEO	sra	SRX958880	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8594	4103	ILLUMINA	2015-07-10	SRR1918363	SRS876277	SRP056295	GSM1636731	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431159	GEO	sra	SRX958880	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8550	4089	ILLUMINA	2015-07-10	SRR1918364	SRS876277	SRP056295	GSM1636731	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431145	GEO	sra	SRX958879	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8612	4229	ILLUMINA	2015-07-10	SRR1918361	SRS876278	SRP056295	GSM1636730	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431145	GEO	sra	SRX958879	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8668	4356	ILLUMINA	2015-07-10	SRR1918362	SRS876278	SRP056295	GSM1636730	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431229	GEO	sra	SRX958878	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10213	4893	ILLUMINA	2015-07-10	SRR1918359	SRS876279	SRP056295	GSM1636729	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431229	GEO	sra	SRX958878	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10339	4916	ILLUMINA	2015-07-10	SRR1918360	SRS876279	SRP056295	GSM1636729	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431147	GEO	sra	SRX958875	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10411	5249	ILLUMINA	2015-07-10	SRR1918353	SRS876280	SRP056295	GSM1636726	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431147	GEO	sra	SRX958875	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10259	5146	ILLUMINA	2015-07-10	SRR1918354	SRS876280	SRP056295	GSM1636726	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431265	GEO	sra	SRX958876	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9621	4705	ILLUMINA	2015-07-10	SRR1918355	SRS876281	SRP056295	GSM1636727	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431265	GEO	sra	SRX958876	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9663	4667	ILLUMINA	2015-07-10	SRR1918356	SRS876281	SRP056295	GSM1636727	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431230	GEO	sra	SRX958877	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7244	3413	ILLUMINA	2015-07-10	SRR1918357	SRS876282	SRP056295	GSM1636728	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431230	GEO	sra	SRX958877	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7171	3346	ILLUMINA	2015-07-10	SRR1918358	SRS876282	SRP056295	GSM1636728	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431017	GEO	sra	SRX958872	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10420	4981	ILLUMINA	2015-07-10	SRR1918347	SRS876283	SRP056295	GSM1636723	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431017	GEO	sra	SRX958872	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10390	4991	ILLUMINA	2015-07-10	SRR1918348	SRS876283	SRP056295	GSM1636723	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431199	GEO	sra	SRX958874	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8966	3918	ILLUMINA	2015-07-10	SRR1918351	SRS876284	SRP056295	GSM1636725	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431199	GEO	sra	SRX958874	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8828	3894	ILLUMINA	2015-07-10	SRR1918352	SRS876284	SRP056295	GSM1636725	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431242	GEO	sra	SRX958873	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9761	4500	ILLUMINA	2015-07-10	SRR1918349	SRS876285	SRP056295	GSM1636724	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431242	GEO	sra	SRX958873	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9820	4511	ILLUMINA	2015-07-10	SRR1918350	SRS876285	SRP056295	GSM1636724	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431054	GEO	sra	SRX958871	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9816	4819	ILLUMINA	2015-07-10	SRR1918345	SRS876286	SRP056295	GSM1636722	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431054	GEO	sra	SRX958871	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9768	4740	ILLUMINA	2015-07-10	SRR1918346	SRS876286	SRP056295	GSM1636722	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431052	GEO	sra	SRX958870	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7410	3462	ILLUMINA	2015-07-10	SRR1918343	SRS876287	SRP056295	GSM1636721	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431052	GEO	sra	SRX958870	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7485	3405	ILLUMINA	2015-07-10	SRR1918344	SRS876287	SRP056295	GSM1636721	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431014	GEO	sra	SRX958869	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8542	3869	ILLUMINA	2015-07-10	SRR1918341	SRS876288	SRP056295	GSM1636720	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431014	GEO	sra	SRX958869	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8607	3902	ILLUMINA	2015-07-10	SRR1918342	SRS876288	SRP056295	GSM1636720	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431122	GEO	sra	SRX958868	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9268	4209	ILLUMINA	2015-07-10	SRR1918339	SRS876289	SRP056295	GSM1636719	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431122	GEO	sra	SRX958868	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9349	4263	ILLUMINA	2015-07-10	SRR1918340	SRS876289	SRP056295	GSM1636719	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431139	GEO	sra	SRX958867	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	11026	5093	ILLUMINA	2015-07-10	SRR1918337	SRS876290	SRP056295	GSM1636718	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431139	GEO	sra	SRX958867	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10855	5011	ILLUMINA	2015-07-10	SRR1918338	SRS876290	SRP056295	GSM1636718	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431044	GEO	sra	SRX958866	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8945	4231	ILLUMINA	2015-07-10	SRR1918335	SRS876291	SRP056295	GSM1636717	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431044	GEO	sra	SRX958866	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9003	4259	ILLUMINA	2015-07-10	SRR1918336	SRS876291	SRP056295	GSM1636717	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431118	GEO	sra	SRX958865	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	11301	5244	ILLUMINA	2015-07-10	SRR1918333	SRS876292	SRP056295	GSM1636716	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431118	GEO	sra	SRX958865	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	11241	5212	ILLUMINA	2015-07-10	SRR1918334	SRS876292	SRP056295	GSM1636716	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431110	GEO	sra	SRX958864	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8754	4166	ILLUMINA	2015-07-10	SRR1918331	SRS876293	SRP056295	GSM1636715	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431110	GEO	sra	SRX958864	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8631	4160	ILLUMINA	2015-07-10	SRR1918332	SRS876293	SRP056295	GSM1636715	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431061	GEO	sra	SRX958863	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9292	4267	ILLUMINA	2015-07-10	SRR1918329	SRS876294	SRP056295	GSM1636714	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431061	GEO	sra	SRX958863	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9228	4236	ILLUMINA	2015-07-10	SRR1918330	SRS876294	SRP056295	GSM1636714	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431056	GEO	sra	SRX958862	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7665	3642	ILLUMINA	2015-07-10	SRR1918327	SRS876295	SRP056295	GSM1636713	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431056	GEO	sra	SRX958862	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7799	3658	ILLUMINA	2015-07-10	SRR1918328	SRS876295	SRP056295	GSM1636713	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431076	GEO	sra	SRX958861	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8482	4169	ILLUMINA	2015-07-10	SRR1918325	SRS876296	SRP056295	GSM1636712	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431076	GEO	sra	SRX958861	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8539	4297	ILLUMINA	2015-07-10	SRR1918326	SRS876296	SRP056295	GSM1636712	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431113	GEO	sra	SRX958860	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8788	4383	ILLUMINA	2015-07-10	SRR1918323	SRS876297	SRP056295	GSM1636711	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
